,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
4867,0,21.0,1,23.0,4.0,2,3,3,1,20.0,2.0,3.0,8.0,175.67,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
4868,0,10.0,3,15.0,3.0,4,1,6,0,14.0,2.0,2.0,8.0,175.79,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4869,1,1.0,1,16.0,3.0,5,5,2,1,23.0,1.0,2.0,3.0,148.21,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
4871,1,1.0,1,17.0,4.0,5,5,8,1,21.0,2.0,2.0,1.0,149.04,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4872,0,7.0,1,20.0,3.0,4,1,5,0,19.0,2.0,2.0,3.0,159.52,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4873,0,19.0,1,7.0,4.0,4,1,5,0,15.0,2.0,2.0,3.0,147.7,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
4875,0,7.0,1,7.0,3.0,2,4,3,1,14.0,2.0,2.0,3.0,179.88,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
4877,0,1.0,1,23.0,3.0,4,4,11,0,15.0,3.0,3.0,3.0,153.11,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4878,0,19.0,1,30.0,3.0,4,5,3,1,16.0,2.0,2.0,9.0,161.33,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
4879,0,21.0,3,11.0,3.0,4,1,3,1,18.0,2.0,2.0,8.0,166.63,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4880,1,1.0,1,29.0,3.0,4,3,6,1,12.0,1.0,2.0,2.0,146.32,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4882,0,12.0,1,17.0,4.0,4,3,2,0,18.0,1.0,2.0,3.0,151.84,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
4884,0,1.0,1,24.0,3.0,5,3,3,0,16.0,1.0,4.0,3.0,168.77,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
4885,1,1.0,1,21.0,3.0,5,4,3,1,25.0,2.0,2.0,3.0,162.43,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
4886,0,5.0,1,7.0,4.0,4,5,3,0,13.0,2.0,2.0,4.0,166.48,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4887,0,1.0,1,12.0,4.0,4,1,3,0,16.0,1.0,2.0,1.0,135.51,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4891,1,1.0,1,18.0,4.0,5,5,3,1,16.0,2.0,2.0,1.0,151.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
4892,1,1.0,1,12.0,3.0,4,4,2,0,18.0,1.0,2.0,3.0,149.22,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
4893,0,1.0,1,9.0,3.0,2,1,3,0,13.0,2.0,2.0,4.0,179.72,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
4894,0,1.0,1,15.0,4.0,6,5,3,0,16.0,1.0,2.0,2.0,149.51,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4895,0,22.0,1,13.0,4.0,5,3,4,0,14.0,1.0,3.0,3.0,167.4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4897,0,15.0,1,14.0,3.0,4,3,8,0,15.0,3.0,3.0,2.0,175.03,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
4899,0,1.0,1,9.0,3.0,4,1,2,0,19.0,3.0,3.0,3.0,167.27,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4900,0,9.0,1,17.0,3.0,4,1,3,0,21.0,1.0,2.0,3.0,164.17,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
4902,0,24.0,1,16.0,4.0,4,1,6,0,19.0,2.0,2.0,1.0,148.8,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4904,1,1.0,1,18.0,4.0,6,4,7,0,16.0,2.0,2.0,1.0,172.77,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
4905,0,29.0,1,25.0,4.0,4,4,5,1,15.0,3.0,7.0,8.0,188.85,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
4906,0,15.0,1,14.0,3.0,6,3,3,0,23.0,6.0,6.0,11.0,324.73,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
4907,0,12.0,3,10.0,3.0,4,1,10,1,13.0,2.0,2.0,1.0,193.61,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4908,1,1.0,3,36.0,4.0,6,5,10,0,19.0,2.0,3.0,3.0,174.69,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4909,1,16.0,3,9.0,3.0,6,1,3,0,16.0,4.0,7.0,10.0,323.45,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
4911,0,24.0,3,7.0,4.0,4,3,2,0,13.0,1.0,2.0,14.0,188.47,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4912,1,1.0,1,23.0,3.0,2,5,3,0,17.0,4.0,16.0,15.0,152.43,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4914,0,7.0,3,15.0,3.0,5,1,2,0,20.0,1.0,3.0,3.0,148.42,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4916,0,6.0,1,36.0,4.0,4,3,11,0,13.0,7.0,8.0,8.0,165.25,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
4919,0,19.0,2,31.0,3.0,4,4,3,0,17.0,1.0,2.0,5.0,146.77,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
4920,0,27.0,3,9.0,3.0,5,4,4,0,13.0,6.0,7.0,13.0,200.25,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
4921,1,1.0,1,22.0,3.0,4,3,9,0,15.0,1.0,2.0,1.0,173.34,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
4922,1,1.0,1,9.0,3.0,4,5,8,1,15.0,1.0,2.0,3.0,145.42,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4923,0,8.0,3,17.0,3.0,4,3,3,1,20.0,1.0,2.0,1.0,147.2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4924,0,2.0,3,17.0,4.0,4,4,3,0,23.0,1.0,2.0,1.0,135.52,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
4925,0,12.0,1,10.0,3.0,4,3,5,0,17.0,3.0,3.0,3.0,153.21,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
4927,0,11.0,1,10.0,3.0,4,4,5,0,16.0,2.0,2.0,2.0,166.07,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
4928,0,14.0,3,33.0,4.0,4,5,3,0,15.0,4.0,8.0,6.0,208.96,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
4929,0,1.0,1,7.0,4.0,5,3,3,0,14.0,1.0,2.0,4.0,145.07,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
4932,0,30.0,1,16.0,4.0,4,3,4,0,20.0,2.0,2.0,4.0,154.42,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
4936,1,1.0,3,16.0,3.0,4,1,3,1,15.0,2.0,2.0,3.0,148.23,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
4937,1,1.0,1,17.0,3.0,5,5,3,0,14.0,1.0,2.0,1.0,139.16,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4938,0,20.0,1,15.0,4.0,5,5,10,1,24.0,2.0,2.0,8.0,171.15,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4939,1,15.0,1,11.0,3.0,4,3,11,1,13.0,1.0,3.0,8.0,149.61,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4941,0,1.0,1,7.0,3.0,5,5,3,0,17.0,2.0,2.0,4.0,164.55,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
4943,0,15.0,1,14.0,3.0,2,3,3,0,14.0,1.0,2.0,9.0,158.76,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4946,0,1.0,1,15.0,3.0,6,3,3,0,20.0,2.0,2.0,3.0,171.21,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4948,0,2.0,1,17.0,3.0,4,3,5,0,14.0,1.0,2.0,8.0,161.6,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
4950,0,7.0,1,12.0,3.0,5,1,6,0,16.0,2.0,2.0,3.0,196.19,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
4952,1,1.0,1,36.0,3.0,5,3,3,0,23.0,3.0,4.0,9.0,170.08,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
4953,0,2.0,1,22.0,3.0,4,3,3,0,17.0,1.0,3.0,3.0,147.07,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4954,0,8.0,1,10.0,3.0,4,1,2,0,18.0,2.0,2.0,5.0,202.56,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4955,0,11.0,3,17.0,3.0,5,1,4,1,15.0,2.0,2.0,1.0,191.94,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4956,1,1.0,1,11.0,3.0,4,1,3,1,16.0,5.0,6.0,7.0,161.91,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4957,1,1.0,1,28.0,3.0,4,3,3,0,21.0,2.0,2.0,1.0,148.77,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
4958,1,1.0,1,32.0,3.0,5,4,6,1,21.0,2.0,3.0,3.0,148.13,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
4960,1,1.0,1,7.0,3.0,5,4,3,0,16.0,2.0,2.0,1.0,150.96,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
4961,1,14.0,3,7.0,3.0,4,3,5,1,15.0,2.0,2.0,1.0,172.28,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
4962,0,7.0,3,14.0,2.0,4,4,2,0,18.0,1.0,2.0,3.0,168.02,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4963,0,8.0,1,10.0,3.0,5,1,5,0,18.0,1.0,2.0,1.0,154.79,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4965,0,19.0,3,16.0,4.0,5,3,3,0,14.0,5.0,5.0,13.0,180.93,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4968,0,3.0,1,35.0,4.0,4,1,6,0,23.0,2.0,2.0,8.0,150.14,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4969,0,2.0,1,10.0,4.0,4,4,2,0,18.0,1.0,2.0,8.0,201.55,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
4971,0,12.0,3,9.0,3.0,4,4,9,0,17.0,2.0,2.0,1.0,198.51,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
4975,0,1.0,1,7.0,4.0,5,4,3,1,12.0,2.0,3.0,3.0,145.7,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
4976,0,13.0,1,16.0,4.0,4,4,11,0,16.0,2.0,2.0,4.0,192.82,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4977,0,10.0,1,25.0,4.0,4,1,4,0,21.0,1.0,2.0,10.0,202.79,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4978,0,5.0,3,27.0,4.0,2,1,2,0,13.0,3.0,3.0,3.0,152.91,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4979,0,2.0,1,9.0,4.0,5,4,2,0,18.0,1.0,2.0,5.0,157.01,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4980,0,9.0,3,18.0,3.0,4,1,3,0,12.0,2.0,2.0,3.0,174.68,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
4982,0,8.0,1,9.0,4.0,4,3,4,0,12.0,2.0,2.0,3.0,165.33,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4983,0,3.0,1,17.0,4.0,4,4,2,0,15.0,1.0,2.0,2.0,157.91,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4984,0,16.0,1,36.0,3.0,6,1,6,0,20.0,2.0,2.0,1.0,167.72,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4985,0,3.0,1,15.0,4.0,5,1,3,1,16.0,2.0,2.0,3.0,175.56,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
4986,0,12.0,2,7.0,3.0,2,3,3,0,14.0,4.0,6.0,1.0,153.44,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
4987,0,2.0,1,13.0,3.0,5,3,3,1,15.0,2.0,2.0,3.0,152.03,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4988,1,1.0,1,15.0,4.0,4,3,3,0,13.0,2.0,2.0,1.0,144.04,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
4989,1,1.0,3,16.0,4.0,4,5,5,1,18.0,1.0,2.0,4.0,207.24,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
4990,0,15.0,1,19.0,3.0,4,1,5,1,12.0,2.0,2.0,1.0,172.66,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4991,1,1.0,1,22.0,4.0,4,3,3,0,13.0,2.0,3.0,3.0,151.1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
4992,0,11.0,1,32.0,3.0,5,1,9,0,14.0,2.0,2.0,4.0,182.31,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
4993,0,1.0,1,13.0,3.0,5,3,3,0,14.0,2.0,3.0,3.0,150.39,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4994,0,8.0,3,16.0,4.0,4,3,3,0,21.0,1.0,2.0,4.0,182.14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4995,0,9.0,2,15.0,4.0,4,3,3,0,18.0,1.0,2.0,5.0,168.23,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
4996,1,1.0,3,30.0,3.0,5,5,3,0,14.0,2.0,4.0,11.0,198.36,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
4999,0,16.0,3,11.0,3.0,4,5,9,0,14.0,2.0,2.0,6.0,176.55,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
5000,0,9.0,1,7.0,3.0,5,3,8,0,13.0,2.0,2.0,8.0,147.58,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5001,0,1.0,1,31.0,3.0,4,4,10,0,23.0,1.0,2.0,3.0,160.97,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5002,1,1.0,1,19.0,4.0,4,1,3,1,12.0,2.0,2.0,1.0,150.15,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5003,0,1.0,1,10.0,3.0,2,1,3,0,23.0,2.0,2.0,8.0,169.2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5004,0,4.0,3,17.0,4.0,5,3,3,0,19.0,1.0,2.0,5.0,190.78,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
5005,0,14.0,1,33.0,4.0,5,1,5,1,14.0,1.0,2.0,1.0,169.22,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5007,0,8.0,1,8.0,4.0,5,5,2,0,21.0,1.0,5.0,10.0,178.43,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
5008,0,9.0,1,11.0,3.0,5,1,3,0,14.0,2.0,3.0,3.0,148.76,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
5009,1,7.0,3,16.0,3.0,6,3,10,0,14.0,1.0,2.0,4.0,178.46,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
5010,0,6.0,3,9.0,4.0,4,5,3,0,13.0,2.0,2.0,1.0,153.27,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5011,0,30.0,1,11.0,4.0,4,5,6,0,14.0,5.0,5.0,3.0,324.43,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
5012,0,3.0,1,13.0,3.0,4,1,3,0,14.0,1.0,2.0,9.0,156.31,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5013,0,1.0,1,16.0,3.0,4,5,3,0,26.0,1.0,2.0,1.0,150.52,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5014,0,19.0,1,14.0,3.0,4,3,6,1,20.0,1.0,2.0,3.0,169.77,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5015,0,11.0,1,8.0,3.0,5,1,3,0,14.0,1.0,4.0,12.0,189.74,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5016,0,1.0,1,6.0,3.0,5,3,3,0,13.0,1.0,2.0,3.0,155.33,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5017,1,8.0,1,17.0,4.0,4,3,3,1,12.0,2.0,2.0,3.0,154.36,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5019,0,3.0,1,22.0,4.0,6,1,2,1,19.0,2.0,2.0,4.0,146.68,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5020,1,1.0,1,10.0,3.0,5,1,2,1,12.0,1.0,2.0,1.0,153.53,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5022,0,18.0,1,24.0,4.0,6,3,4,0,14.0,2.0,2.0,1.0,147.9,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5023,0,7.0,2,9.0,4.0,4,3,3,0,14.0,2.0,2.0,5.0,161.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
5024,1,5.0,1,12.0,4.0,5,5,8,0,18.0,1.0,2.0,1.0,146.07,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5025,0,4.0,3,36.0,4.0,4,5,10,0,20.0,2.0,2.0,4.0,166.15,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5026,0,14.0,3,9.0,4.0,4,4,7,0,13.0,2.0,2.0,1.0,168.27,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5028,0,2.0,1,26.0,4.0,5,5,3,0,13.0,2.0,4.0,4.0,156.96,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5031,1,1.0,1,24.0,4.0,4,4,3,0,14.0,2.0,2.0,1.0,147.1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5032,0,7.0,3,32.0,3.0,4,3,3,0,13.0,1.0,2.0,2.0,170.39,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5033,0,10.0,1,13.0,3.0,6,3,3,0,15.0,2.0,2.0,8.0,152.41,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5034,0,4.0,1,14.0,3.0,4,3,3,0,14.0,5.0,9.0,10.0,159.91,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5035,0,18.0,1,36.0,3.0,4,1,3,0,26.0,7.0,14.0,18.0,170.41,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
5036,0,1.0,3,28.0,3.0,2,1,3,0,18.0,3.0,3.0,3.0,151.78,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5037,0,20.0,1,9.0,3.0,4,1,4,0,12.0,1.0,2.0,5.0,198.79,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5038,0,16.0,2,9.0,4.0,2,5,9,0,17.0,2.0,2.0,4.0,187.72,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5039,0,31.0,3,14.0,3.0,2,1,2,1,19.0,1.0,2.0,10.0,177.2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
5040,0,6.0,1,20.0,4.0,5,4,3,0,21.0,3.0,3.0,3.0,159.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
5041,0,6.0,1,9.0,3.0,4,3,6,1,15.0,2.0,2.0,8.0,174.98,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5043,0,7.0,1,16.0,3.0,4,1,2,0,14.0,1.0,5.0,11.0,152.81,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5044,0,14.0,3,17.0,3.0,5,4,9,0,13.0,2.0,2.0,4.0,193.52,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5045,0,1.0,3,17.0,3.0,4,1,2,0,15.0,2.0,2.0,2.0,174.5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5046,0,4.0,1,8.0,4.0,4,4,2,1,22.0,4.0,6.0,8.0,160.79,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5049,0,1.0,1,21.0,3.0,4,5,3,1,15.0,6.0,7.0,9.0,147.35,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5051,0,18.0,1,9.0,4.0,2,1,3,0,14.0,2.0,8.0,8.0,145.11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5052,1,1.0,1,17.0,4.0,5,4,3,1,26.0,1.0,2.0,1.0,143.59,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5053,0,3.0,1,8.0,4.0,4,1,3,0,16.0,2.0,2.0,3.0,162.6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5055,0,5.0,1,18.0,4.0,4,5,3,1,13.0,2.0,2.0,2.0,193.33,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5056,0,5.0,1,31.0,4.0,5,5,3,0,20.0,2.0,2.0,9.0,193.12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5057,0,31.0,3,10.0,3.0,5,1,7,0,18.0,1.0,2.0,6.0,176.71,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5060,0,10.0,1,10.0,3.0,4,4,3,0,13.0,1.0,2.0,8.0,161.92,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5061,0,22.0,1,9.0,4.0,2,4,7,0,12.0,1.0,2.0,1.0,150.59,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5062,0,1.0,1,11.0,4.0,4,3,3,0,12.0,2.0,2.0,4.0,150.17,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5063,0,3.0,1,14.0,3.0,4,1,3,1,12.0,2.0,2.0,1.0,191.23,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5066,0,8.0,1,27.0,3.0,2,3,2,0,18.0,2.0,2.0,1.0,150.85,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5068,0,7.0,3,17.0,3.0,2,3,2,1,15.0,1.0,2.0,9.0,208.8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
5069,0,1.0,1,32.0,3.0,2,1,3,1,13.0,1.0,2.0,2.0,154.94,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5070,0,1.0,1,8.0,3.0,4,3,3,0,23.0,2.0,2.0,2.0,137.23,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5071,1,1.0,3,31.0,4.0,6,1,3,1,15.0,2.0,2.0,1.0,136.18,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5072,0,1.0,1,11.0,3.0,4,1,3,1,21.0,3.0,3.0,3.0,153.75,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5074,0,29.0,1,15.0,3.0,5,4,3,1,16.0,3.0,16.0,1.0,260.77,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
5075,1,1.0,1,17.0,3.0,5,3,3,0,21.0,2.0,3.0,3.0,151.25,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
5077,0,8.0,3,9.0,3.0,4,5,2,1,13.0,2.0,2.0,3.0,170.38,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
5078,0,25.0,3,16.0,3.0,4,4,6,1,25.0,7.0,12.0,11.0,323.47,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
5080,0,8.0,1,26.0,3.0,4,4,6,0,14.0,1.0,6.0,11.0,169.44,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5081,0,2.0,1,8.0,3.0,4,3,2,1,12.0,2.0,2.0,3.0,146.54,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5083,0,8.0,2,18.0,3.0,5,4,6,0,12.0,1.0,2.0,9.0,169.9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5084,0,9.0,1,13.0,4.0,4,3,2,1,15.0,2.0,3.0,3.0,160.06,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5085,0,16.0,1,14.0,4.0,2,4,8,1,17.0,1.0,2.0,1.0,148.72,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5087,0,10.0,1,9.0,3.0,4,4,11,1,12.0,5.0,6.0,13.0,179.1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5088,1,8.0,1,22.0,4.0,4,1,3,0,12.0,1.0,2.0,6.0,204.78,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
5089,0,2.0,1,9.0,3.0,5,1,3,1,13.0,1.0,3.0,3.0,163.67,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5090,0,25.0,1,13.0,3.0,5,3,2,0,15.0,4.0,8.0,8.0,153.38,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5091,0,4.0,1,16.0,4.0,4,3,9,1,19.0,1.0,2.0,8.0,171.95,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5092,1,1.0,1,14.0,3.0,4,3,5,1,14.0,5.0,8.0,8.0,158.39,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5093,0,2.0,1,8.0,3.0,4,5,4,0,12.0,2.0,2.0,3.0,145.8,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5094,0,1.0,1,8.0,3.0,4,4,3,0,19.0,2.0,3.0,2.0,145.96,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5095,0,6.0,3,15.0,3.0,2,1,3,0,16.0,1.0,2.0,9.0,187.09,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5098,0,31.0,1,30.0,3.0,4,3,3,0,13.0,2.0,3.0,3.0,148.72,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
